# Resultados Derivación Numérica
Tiempo	 Posición	 Velocidad	 Error_velocidad	 Aceleración	 Error_aceleración 
8.04000000	 17.60747000	 3.86729167	 0.00003833	 0.31250000	 0.16299435
8.06400000	 17.70037000	 3.87479167	 0.00002876	 0.31250000	 0.16263741
8.08800000	 17.79346000	 3.88229167	 0.00003718	 0.30815972	 0.16662187
8.11200000	 17.88672000	 3.88958333	 0.00014477	 0.30815972	 0.16626717
8.13600000	 17.98016000	 3.89708333	 0.00010047	 0.31250000	 0.16157330
8.16000000	 18.07378000	 3.90458333	 0.00003830	 0.31250000	 0.16122083
8.18400000	 18.16758000	 3.91208333	 0.00004170	 0.31250000	 0.16086945
8.20800000	 18.26156000	 3.91958333	 0.00013948	 0.30815972	 0.16485946
8.23200000	 18.35572000	 3.92687500	 0.00004668	 0.30381944	 0.16885057
8.25600000	 18.45005000	 3.93416667	 0.00002842	 0.30381944	 0.16850249
8.28000000	 18.54456000	 3.94145833	 0.00008586	 0.30381944	 0.16815551
8.30400000	 18.63924000	 3.94875000	 0.00012569	 0.30815972	 0.16346933
8.32800000	 18.73410000	 3.95625000	 0.00006039	 0.30815972	 0.16312451
8.35200000	 18.82914000	 3.96354167	 0.00005567	 0.30381944	 0.16712104
8.37600000	 18.92435000	 3.97083333	 0.00006844	 0.30381944	 0.16677838
8.40000000	 19.01974000	 3.97812500	 0.00009866	 0.29947917	 0.17077706
8.42400000	 19.11530000	 3.98520833	 0.00006204	 0.29947917	 0.17043652
8.44800000	 19.21103000	 3.99250000	 0.00000295	 0.30381944	 0.16575678
8.47200000	 19.30694000	 3.99979167	 0.00008526	 0.29947917	 0.16975864
8.49600000	 19.40302000	 4.00687500	 0.00002348	 0.29513889	 0.17376156
8.52000000	 19.49927000	 4.01395833	 0.00011497	 0.29947917	 0.16908498
8.54400000	 19.59569000	 4.02125000	 0.00001906	 0.29947917	 0.16874972
8.56800000	 19.69229000	 4.02833333	 0.00003808	 0.29513889	 0.17275578
8.59200000	 19.78905000	 4.03541667	 0.00007810	 0.29947917	 0.16808232
8.61600000	 19.88599000	 4.04270833	 0.00010728	 0.29513889	 0.17209045
8.64000000	 19.98310000	 4.04958333	 0.00010696	 0.29079861	 0.17609962
8.66400000	 20.08037000	 4.05666667	 0.00009588	 0.29947917	 0.16708898
8.68800000	 20.17782000	 4.06395833	 0.00014048	 0.29513889	 0.17110019
8.71200000	 20.27544000	 4.07083333	 0.00002290	 0.29079861	 0.17511243
8.73600000	 20.37322000	 4.07791667	 0.00003891	 0.29513889	 0.17044512
8.76000000	 20.47118000	 4.08500000	 0.00011756	 0.29079861	 0.17445939
8.78400000	 20.56930000	 4.09187500	 0.00000467	 0.28645833	 0.17847466
8.80800000	 20.66759000	 4.09875000	 0.00009147	 0.28645833	 0.17815066
8.83200000	 20.76604000	 4.10562500	 0.00017091	 0.29079861	 0.17348739
8.85600000	 20.86466000	 4.11270833	 0.00002533	 0.29513889	 0.16882511
8.88000000	 20.96345000	 4.11979167	 0.00013687	 0.29079861	 0.17284439
8.90400000	 21.06241000	 4.12666667	 0.00010733	 0.28211806	 0.18120493
8.92800000	 21.16153000	 4.13333333	 0.00011399	 0.28211806	 0.18088590
8.95200000	 21.26081000	 4.14020833	 0.00011047	 0.29079861	 0.17188730
8.97600000	 21.36026000	 4.14729167	 0.00011786	 0.28645833	 0.17591052
9.00000000	 21.45988000	 4.15395833	 0.00005405	 0.28211806	 0.17993471
9.02400000	 21.55965000	 4.16083333	 0.00000123	 0.28645833	 0.17527932
9.04800000	 21.65960000	 4.16770833	 0.00006794	 0.28211806	 0.17930545
9.07200000	 21.75970000	 4.17437500	 0.00005490	 0.28211806	 0.17899228
9.09600000	 21.85997000	 4.18125000	 0.00004686	 0.28211806	 0.17868006
9.12000000	 21.96040000	 4.18791667	 0.00004347	 0.27777778	 0.18270908
9.14400000	 22.06099000	 4.19458333	 0.00011761	 0.28211806	 0.17805850
9.16800000	 22.16174000	 4.20145833	 0.00003275	 0.28211806	 0.17774916
9.19200000	 22.26266000	 4.20812500	 0.00000911	 0.27777778	 0.18178103
9.21600000	 22.36373000	 4.21479167	 0.00003489	 0.28211806	 0.17713330
9.24000000	 22.46497000	 4.22166667	 0.00016371	 0.27777778	 0.18116707
9.26400000	 22.56637000	 4.22812500	 0.00003836	 0.27343750	 0.18520177
9.28800000	 22.66792000	 4.23479167	 0.00001612	 0.27777778	 0.18055685
9.31200000	 22.76964000	 4.24145833	 0.00002204	 0.27343750	 0.18459343
9.33600000	 22.87151000	 4.24791667	 0.00013224	 0.27343750	 0.18429065
9.36000000	 22.97354000	 4.25458333	 0.00006234	 0.27777778	 0.17964852
9.38400000	 23.07573000	 4.26125000	 0.00002338	 0.27777778	 0.17934759
9.40800000	 23.17808000	 4.26791667	 0.00012487	 0.27343750	 0.18338785
9.43200000	 23.28059000	 4.27437500	 0.00003377	 0.26909722	 0.18742903
9.45600000	 23.38325000	 4.28083333	 0.00004163	 0.27343750	 0.18279057
9.48000000	 23.48607000	 4.28750000	 0.00010696	 0.27343750	 0.18249329
9.50400000	 23.58905000	 4.29395833	 0.00006284	 0.26475694	 0.19087748
9.52800000	 23.69218000	 4.30020833	 0.00017402	 0.26909722	 0.18624173
9.55200000	 23.79546000	 4.30687500	 0.00002133	 0.27343750	 0.18160689
9.57600000	 23.89891000	 4.31333333	 0.00002386	 0.26475694	 0.18999377
9.60000000	 24.00250000	 4.31958333	 0.00016646	 0.26909722	 0.18536071
9.62400000	 24.10625000	 4.32625000	 0.00007531	 0.27343750	 0.18072854
9.64800000	 24.21016000	 4.33270833	 0.00012416	 0.26475694	 0.18911810
9.67200000	 24.31422000	 4.33895833	 0.00001996	 0.26041667	 0.19316825
9.69600000	 24.41843000	 4.34520833	 0.00014876	 0.26475694	 0.18853873
9.72000000	 24.52279000	 4.35166667	 0.00005393	 0.26909722	 0.18391009
9.74400000	 24.62731000	 4.35812500	 0.00005616	 0.26475694	 0.18796288
9.76800000	 24.73198000	 4.36437500	 0.00002687	 0.26475694	 0.18767626
9.79200000	 24.83680000	 4.37083333	 0.00011361	 0.26475694	 0.18739051
9.81600000	 24.94178000	 4.37708333	 0.00006090	 0.25607639	 0.19578618
9.84000000	 25.04690000	 4.38312500	 0.00018503	 0.26041667	 0.19116188
9.86400000	 25.15217000	 4.38958333	 0.00000078	 0.26475694	 0.18653844
9.88800000	 25.25760000	 4.39583333	 0.00000671	 0.26041667	 0.19059641
9.91200000	 25.36317000	 4.40208333	 0.00000080	 0.26041667	 0.19031495
9.93600000	 25.46890000	 4.40833333	 0.00002327	 0.26041667	 0.19003434
9.96000000	 25.57477000	 4.41458333	 0.00006067	 0.26041667	 0.18975458
9.98400000	 25.68080000	 4.42083333	 0.00011297	 0.25607639	 0.19381595
10.00800000	 25.78697000	 4.42687500	 0.00002821	 0.25607639	 0.19353787
10.03200000	 25.89329000	 4.43312500	 0.00005376	 0.25607639	 0.19326063
10.05600000	 25.99976000	 4.43916667	 0.00005782	 0.25173611	 0.19732451
10.08000000	 26.10637000	 4.44520833	 0.00015464	 0.25607639	 0.19270866
10.10400000	 26.21313000	 4.45145833	 0.00002842	 0.26041667	 0.18809364
10.12800000	 26.32004000	 4.45770833	 0.00011248	 0.25607639	 0.19216000
10.15200000	 26.42710000	 4.46375000	 0.00005970	 0.25173611	 0.19622719
10.17600000	 26.53430000	 4.46979167	 0.00002152	 0.25173611	 0.19595491
10.20000000	 26.64165000	 4.47583333	 0.00000209	 0.25173611	 0.19568346
10.22400000	 26.74914000	 4.48187500	 0.00001115	 0.25173611	 0.19541282
10.24800000	 26.85678000	 4.48791667	 0.00000571	 0.25173611	 0.19514299
10.27200000	 26.96456000	 4.49395833	 0.00001420	 0.25173611	 0.19487397
10.29600000	 27.07249000	 4.50000000	 0.00004854	 0.24739583	 0.19894604
10.32000000	 27.18056000	 4.50583333	 0.00011105	 0.24739583	 0.19867863
10.34400000	 27.28877000	 4.51187500	 0.00004794	 0.25173611	 0.19407174
10.36800000	 27.39713000	 4.51791667	 0.00002951	 0.24739583	 0.19814621
10.39200000	 27.50563000	 4.52375000	 0.00008709	 0.24739583	 0.19788120
10.41600000	 27.61427000	 4.52979167	 0.00001891	 0.25173611	 0.19327670
10.44000000	 27.72306000	 4.53583333	 0.00013914	 0.24305556	 0.20169382
10.46400000	 27.83199000	 4.54145833	 0.00014310	 0.24305556	 0.20143117
10.48800000	 27.94105000	 4.54750000	 0.00000549	 0.25173611	 0.19248875
10.51200000	 28.05027000	 4.55354167	 0.00016820	 0.24305556	 0.20090823
10.53600000	 28.15962000	 4.55916667	 0.00007167	 0.23871528	 0.20498820
10.56000000	 28.26911000	 4.56500000	 0.00008914	 0.24305556	 0.20038840
10.58400000	 28.37874000	 4.57083333	 0.00009258	 0.24305556	 0.20012965
10.60800000	 28.48851000	 4.57666667	 0.00008204	 0.24739583	 0.19553139
10.63200000	 28.59842000	 4.58270833	 0.00015080	 0.24739583	 0.19527417
10.65600000	 28.70848000	 4.58854167	 0.00018923	 0.23437500	 0.20803856
10.68000000	 28.81867000	 4.59395833	 0.00017512	 0.23437500	 0.20778287
10.70400000	 28.92899000	 4.59979167	 0.00010894	 0.24739583	 0.19450711
10.72800000	 29.03946000	 4.60583333	 0.00017939	 0.24305556	 0.19859322
10.75200000	 29.15007000	 4.61145833	 0.00006485	 0.23437500	 0.20702036
10.77600000	 29.26081000	 4.61708333	 0.00003593	 0.23437500	 0.20676770
10.80000000	 29.37169000	 4.62270833	 0.00012299	 0.23871528	 0.20217551
10.82400000	 29.48270000	 4.62854167	 0.00001198	 0.24305556	 0.19758407
10.84800000	 29.59386000	 4.63437500	 0.00016061	 0.23437500	 0.20601421
10.87200000	 29.70515000	 4.63979167	 0.00009380	 0.23003472	 0.21010481
10.89600000	 29.81657000	 4.64541667	 0.00012628	 0.23871528	 0.20117531
10.92000000	 29.92813000	 4.65125000	 0.00006313	 0.23871528	 0.20092711
10.94400000	 30.03983000	 4.65687500	 0.00005774	 0.23003472	 0.20936020
10.96800000	 30.15166000	 4.66229167	 0.00014249	 0.23003472	 0.20911347
10.99200000	 30.26362000	 4.66791667	 0.00012092	 0.23871528	 0.20018691
11.01600000	 30.37572000	 4.67375000	 0.00012241	 0.23871528	 0.19994163
11.04000000	 30.48796000	 4.67937500	 0.00017081	 0.23003472	 0.20837763
11.06400000	 30.60033000	 4.68479167	 0.00002425	 0.22569444	 0.21247408
11.08800000	 30.71283000	 4.69020833	 0.00010898	 0.23003472	 0.20789069
11.11200000	 30.82546000	 4.69583333	 0.00002057	 0.23437500	 0.20330802
11.13600000	 30.93823000	 4.70145833	 0.00008111	 0.23003472	 0.20740662
11.16000000	 31.05113000	 4.70687500	 0.00001231	 0.22569444	 0.21150593
11.18400000	 31.16416000	 4.71229167	 0.00009251	 0.23003472	 0.20692539
11.20800000	 31.27732000	 4.71791667	 0.00004879	 0.23003472	 0.20668584
11.23200000	 31.39062000	 4.72333333	 0.00000509	 0.22569444	 0.21078727
11.25600000	 31.50404000	 4.72875000	 0.00004586	 0.22569444	 0.21054913
11.28000000	 31.61760000	 4.73416667	 0.00007355	 0.22569444	 0.21031169
11.30400000	 31.73128000	 4.73958333	 0.00008818	 0.23003472	 0.20573467
11.32800000	 31.84510000	 4.74520833	 0.00011853	 0.23003472	 0.20549862
11.35200000	 31.95905000	 4.75062500	 0.00012990	 0.22135417	 0.21394382
11.37600000	 32.07313000	 4.75583333	 0.00005410	 0.22135417	 0.21370916
11.40000000	 32.18733000	 4.76125000	 0.00001685	 0.22569444	 0.20913490
11.42400000	 32.30167000	 4.76666667	 0.00003330	 0.22135417	 0.21324189
11.44800000	 32.41613000	 4.77187500	 0.00011202	 0.22135417	 0.21300929
11.47200000	 32.53072000	 4.77729167	 0.00003617	 0.22569444	 0.20843708
11.49600000	 32.64544000	 4.78270833	 0.00005248	 0.22135417	 0.21254612
11.52000000	 32.76029000	 4.78791667	 0.00005443	 0.22135417	 0.21231555
11.54400000	 32.87526000	 4.79333333	 0.00005973	 0.22135417	 0.21208566
11.56800000	 32.99037000	 4.79854167	 0.00002173	 0.21701389	 0.21619672
11.59200000	 33.10559000	 4.80375000	 0.00009051	 0.22135417	 0.21162789
11.61600000	 33.22095000	 4.80916667	 0.00006169	 0.22135417	 0.21140001
11.64000000	 33.33643000	 4.81437500	 0.00001818	 0.21701389	 0.21551307
11.66400000	 33.45204000	 4.81958333	 0.00001274	 0.21701389	 0.21528652
11.68800000	 33.56777000	 4.82479167	 0.00003110	 0.21701389	 0.21506062
11.71200000	 33.68363000	 4.83000000	 0.00003693	 0.21701389	 0.21483539
11.73600000	 33.79961000	 4.83520833	 0.00003026	 0.21701389	 0.21461082
11.76000000	 33.91572000	 4.84041667	 0.00001113	 0.21701389	 0.21438690
11.78400000	 34.03195000	 4.84562500	 0.00002045	 0.21701389	 0.21416363
11.80800000	 34.14831000	 4.85083333	 0.00006443	 0.21701389	 0.21394101
11.83200000	 34.26479000	 4.85604167	 0.00012079	 0.21267361	 0.21805932
11.85600000	 34.38140000	 4.86104167	 0.00001883	 0.20833333	 0.22217827
11.88000000	 34.49812000	 4.86604167	 0.00014613	 0.21267361	 0.21761732
11.90400000	 34.61497000	 4.87125000	 0.00005280	 0.21701389	 0.21305700
11.92800000	 34.73194000	 4.87645833	 0.00005279	 0.21701389	 0.21283760
11.95200000	 34.84904000	 4.88166667	 0.00017060	 0.16059028	 0.26904245
11.97600000	 34.96626000	 4.88416667	 0.00240771	 0.10416667	 0.32524794
